race_name,distance_km,elevation_gain,elevation_loss,race_date,race_url,source_file,bib,name,country,age,sex,category,club,utmb_profile_url,utmb_index,rank_scratch,rank_sex,rank_category,race_time,race_time_seconds,is_finisher,status,utmb_score
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,53,Joel ANDERSSON,SE,40,H,40-44M,,https://utmb.world/runner/5439870.joel.andersson,618.0,41.0,34.0,11.0,22:40:24,81624.0,True,f,560.0
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,170,Jon NORDIN,SE,47,H,45-49M,Running Värmdö,https://utmb.world/runner/4681572.jon.nordin,535.0,41.0,34.0,7.0,22:40:24,81624.0,True,f,560.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1087,Johan HENNINGSSON,SE,27,H,20-34M,,https://utmb.world/runner/4681536.johan.henningsson,559.0,41.0,32.0,14.0,11:55:42,42942.0,True,f,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1179,Hugo NYMAN,SE,26,H,20-34M,Söderfors GOIF,https://utmb.world/runner/5483266.hugo.nyman,495.0,42.0,33.0,15.0,11:56:59,43019.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,37,Enar WARFVINGE,SE,43,H,40-44M,Stuga77 IF,https://utmb.world/runner/410664.enar.warfvinge,642.0,43.0,36.0,12.0,22:41:27,81687.0,True,f,560.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1025,Sakari VANHANEN,FI,23,H,20-34M,Elämysbongarit,https://utmb.world/runner/6353082.sakari.vanhanen,663.0,43.0,34.0,16.0,12:01:42,43302.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,299,Isabelle STAUB,SE,54,F,50-54W,Team Nordic Trail,https://utmb.world/runner/4710546.isabelle.staub,487.0,44.0,8.0,2.0,22:44:41,81881.0,True,f,558.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1035,Markus BRINK,SE,39,H,35-39M,Elmhult Sport Club,https://utmb.world/runner/5063403.markus.brink,633.0,44.0,35.0,5.0,12:04:51,43491.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,69,Fredrik HÄGGKVIST,SE,38,H,35-39M,Köpingskamraterna,https://utmb.world/runner/3377675.fredrik.haggkvist,602.0,45.0,37.0,9.0,22:44:55,81895.0,True,f,558.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1055,Alexis TURBÉ,FR,38,H,35-39M,,https://utmb.world/runner/5381174.alexis.turbe,598.0,45.0,36.0,6.0,12:06:09,43569.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,89,Emil LILJA,SE,28,H,20-34M,Västerås Löparklubb,https://utmb.world/runner/5484352.emil.lilja,581.0,46.0,38.0,7.0,22:46:24,81984.0,True,f,558.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1274,Thomas RABECH,DK,46,H,45-49M,Hvalsø løbeklub,https://utmb.world/runner/1861443.thomas.rabech,444.0,46.0,37.0,7.0,12:07:59,43679.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,82,Annika WESTIN,SE,48,F,45-49W,Täby IS,https://utmb.world/runner/5478976.annika.westin,584.0,47.0,9.0,1.0,22:48:23,82103.0,True,f,557.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1149,Juliette SAILLAND,FR,40,F,40-44W,,https://utmb.world/runner/4903768.juliette.sailland,517.0,47.0,10.0,2.0,12:08:03,43683.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,319,Trygve GRÖNDAHL,SE,34,H,20-34M,Trail and Error,https://utmb.world/runner/5289171.trygve.grondahl,481.0,48.0,39.0,8.0,22:50:21,82221.0,True,f,556.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1099,Peter ALMROTH,SE,46,H,45-49M,Slättrunners,https://utmb.world/runner/1779493.peter.almroth,549.0,48.0,38.0,8.0,12:12:11,43931.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,15,Roope VARTIAINEN,FI,32,H,20-34M,SkoliosBros,https://utmb.world/runner/4329720.roope.vartiainen,686.0,49.0,40.0,9.0,23:00:50,82850.0,True,f,552.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1059,Lena-Britt JOHANSEN,NO,45,F,45-49W,Lofoten Løpeklubb,https://utmb.world/runner/1450751.lenabritt.johansen,591.0,49.0,11.0,1.0,12:12:12,43932.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,145,Katarina PERSSON,SE,53,F,50-54W,,https://utmb.world/runner/1843319.katarina.persson,545.0,50.0,10.0,3.0,23:01:11,82871.0,True,f,552.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1051,Patrik HILLERSTRÖM,SE,53,H,50-54M,Gudö sk,https://utmb.world/runner/620384.patrik.hillerstrom,603.0,50.0,39.0,2.0,12:17:38,44258.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,49,Håkan SANDBERG,SE,48,H,45-49M,LPSIK,https://utmb.world/runner/1960317.hakan.sandberg,623.0,51.0,41.0,8.0,23:03:52,83032.0,True,f,551.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1081,Helena GAUTAM,SE,48,F,45-49W,,https://utmb.world/runner/4253157.helena.gautam,564.0,51.0,12.0,2.0,12:18:52,44332.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,792,David ROSENBORG,SE,55,H,55-59M,,https://utmb.world/runner/6770787.david.rosenborg,,52.0,42.0,1.0,23:12:43,83563.0,True,f,547.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1066,Sergio NOGUEIRA,FR,43,H,40-44M,,https://utmb.world/runner/2689145.sergio.nogueira,583.0,52.0,40.0,8.0,12:18:57,44337.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,12,Johannes RIDEFELT,SE,28,H,20-34M,OK Linné,https://utmb.world/runner/2307549.johannes.ridefelt,725.0,53.0,43.0,10.0,23:16:43,83803.0,True,f,546.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1080,Tuomas TEURI,FI,50,H,50-54M,Espoon Suunta / Helsingin Juoksijat,https://utmb.world/runner/2041463.tuomas.teuri,567.0,53.0,41.0,3.0,12:26:53,44813.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,235,Bram CECAT,BE,34,H,20-34M,,https://utmb.world/runner/5203226.bram.cecat,508.0,54.0,44.0,11.0,23:19:48,83988.0,True,f,544.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1530,Per ÅHLANDER,SE,37,H,35-39M,Umara Sports club,https://utmb.world/runner/6770695.per.ahlander,,54.0,42.0,7.0,12:27:03,44823.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,159,Rafael FLISBERG,SE,32,H,20-34M,,https://utmb.world/runner/6770725.rafael.flisberg,539.0,55.0,45.0,12.0,23:20:07,84007.0,True,f,544.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1062,Finn KUNST,DE,35,H,35-39M,Utbüxers,https://utmb.world/runner/5444080.finn.kunst,587.0,55.0,43.0,8.0,12:28:10,44890.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,375,Daniel MUSOKE,GB,28,H,20-34M,,https://utmb.world/runner/6460592.daniel.musoke,461.0,56.0,46.0,13.0,23:24:50,84290.0,True,f,542.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1085,Mikkomatti REUNANEN,FI,36,H,35-39M,,https://utmb.world/runner/4226929.mikkomatti.reunanen,560.0,56.0,44.0,9.0,12:30:51,45051.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,147,Johan HARVIGSSON,SE,37,H,35-39M,Spis,https://utmb.world/runner/1242723.johan.harvigsson,543.0,57.0,47.0,10.0,23:26:44,84404.0,True,f,542.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1050,Gauzelin VIDOVIC,CH,26,H,20-34M,,https://utmb.world/runner/4573854.gauzelin.vidovic,604.0,57.0,45.0,17.0,12:37:00,45420.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,741,Remi HJORTDAHL-KRISTENSEN,NO,38,H,35-39M,Romerike Ultraløperklubb,https://utmb.world/runner/6770745.remi.hjortdahlkristensen,527.0,58.0,48.0,11.0,23:27:06,84426.0,True,f,542.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1178,Chris STRANDMANN,NO,23,H,20-34M,,https://utmb.world/runner/5886911.chris.strandmann,495.0,58.0,46.0,18.0,12:40:45,45645.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,64,Thomas JONSSON,SE,58,H,55-59M,Undersåkers IF,https://utmb.world/runner/508293.thomas.jonsson,606.0,59.0,49.0,2.0,23:27:18,84438.0,True,f,541.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1040,Alexander HAUSER,DE,36,H,35-39M,,https://utmb.world/runner/5951682.alexander.hauser,616.0,59.0,47.0,10.0,12:46:16,45976.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,184,Adrian MARTINEZ AZORIN,ES,40,H,40-44M,CDME Trail Villena,https://utmb.world/runner/559605.adrian.martinezazorin,531.0,60.0,50.0,13.0,23:27:43,84463.0,True,f,541.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1498,Mazharul HAQUE,SE,41,H,40-44M,Triathlon Väst,https://utmb.world/runner/6928877.mazharul.haque,,60.0,48.0,9.0,12:46:19,45979.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,80,Tim KARLSSON,SE,32,H,20-34M,WILYFT,https://utmb.world/runner/6770679.tim.karlsson,586.0,61.0,51.0,14.0,23:32:58,84778.0,True,f,539.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1082,Hector MORENO,MX,41,H,40-44M,Chilangos,https://utmb.world/runner/4571146.hector.moreno,566.0,61.0,49.0,10.0,12:47:06,46026.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,214,Daniel LARSSON,SE,50,H,50-54M,iRunteam,https://utmb.world/runner/425025.daniel.larsson,517.0,62.0,52.0,3.0,23:37:24,85044.0,True,f,538.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1236,Jacob BURENSTAM LINDER,SE,36,H,35-39M,,https://utmb.world/runner/6263010.jacob.burenstamlinder,463.0,62.0,50.0,11.0,12:48:43,46123.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,717,Alex CRAVCENCO,SE,37,H,35-39M,Ph.Done.,https://utmb.world/runner/4292411.alex.cravcenco,,63.0,53.0,12.0,23:40:47,85247.0,True,f,536.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1588,Martin MARKLUND,SE,37,H,35-39M,AB&C,https://utmb.world/runner/5741995.martin.marklund,,63.0,51.0,12.0,12:48:51,46131.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,118,Martin WESTLUND,SE,47,H,45-49M,Gudö SK,https://utmb.world/runner/4202099.martin.westlund,561.0,64.0,54.0,9.0,23:58:29,86309.0,True,f,530.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1064,John-Paul HUNT,GB,49,H,45-49M,Spa Striders,https://utmb.world/runner/3274313.johnpaul.hunt,585.0,64.0,52.0,9.0,12:50:01,46201.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,202,Andreas ANDERSSON,SE,37,H,35-39M,Kristianstad Triathlonklubb,https://utmb.world/runner/6770607.andreas.andersson,520.0,65.0,55.0,13.0,23:59:28,86368.0,True,f,529.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1186,Hanna JOHANSSON,SE,23,F,20-34W,Täby AK,https://utmb.world/runner/6770831.hanna.johansson,489.0,65.0,13.0,4.0,12:50:13,46213.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,701,Peter HALLDÉN,SE,43,H,40-44M,Varbergs Ultralöpare,https://utmb.world/runner/1619803.peter.hallden,,66.0,56.0,14.0,24:02:21,86541.0,True,f,528.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1548,Tore Sten ANDERSEN,DK,36,H,35-39M,UN City,https://utmb.world/runner/6770645.toresten.andersen,,66.0,53.0,13.0,12:52:30,46350.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,339,Gautier MACAREZ,FR,37,H,35-39M,,https://utmb.world/runner/1805521.gautier.macarez,474.0,67.0,57.0,14.0,24:06:16,86776.0,True,f,527.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1049,Jonathan CARLÉN,SE,28,H,20-34M,Team Löplabbet,https://utmb.world/runner/6595209.jonathan.carlen,604.0,67.0,54.0,19.0,12:54:28,46468.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,101,Martin JOHANSSON,SE,31,H,20-34M,,https://utmb.world/runner/6496229.martin.johansson,569.0,68.0,58.0,15.0,24:06:31,86791.0,True,f,527.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1048,Tom MCCARTHY,SE,39,H,35-39M,BNBRC,https://utmb.world/runner/6006753.tom.mccarthy,606.0,68.0,55.0,14.0,12:54:49,46489.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,372,Linus LIDSTRÖM,SE,37,H,35-39M,Team Hisingen Runners Club,https://utmb.world/runner/5524811.linus.lidstrom,462.0,69.0,59.0,15.0,24:06:46,86806.0,True,f,527.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1129,Peter SØRENSEN,DK,39,H,35-39M,,https://utmb.world/runner/3022369.peter.sorensen,526.0,69.0,56.0,15.0,12:56:12,46572.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,249,Anton LIDBLAD,SE,48,H,45-49M,Uppsala Multisport,https://utmb.world/runner/696407.anton.lidblad,503.0,70.0,60.0,10.0,24:11:04,87064.0,True,f,525.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1152,Katrine SÆVES,NO,42,F,40-44W,Gjerdrum IL,https://utmb.world/runner/6974987.katrine.saeves,511.0,70.0,14.0,3.0,12:56:38,46598.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,102,Marcus KJELLBERG,SE,51,H,50-54M,Dark Trail Runners,https://utmb.world/runner/1135785.marcus.kjellberg,572.0,71.0,61.0,4.0,24:14:20,87260.0,True,f,524.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1117,Carl-Johan WALLISSON,SE,41,H,40-44M,Bunkeflostrand,https://utmb.world/runner/4253156.carljohan.wallisson,533.0,71.0,57.0,11.0,12:57:40,46660.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,60,Fredrik ANDERSSON,SE,37,H,35-39M,Club 734,https://utmb.world/runner/5118930.fredrik.andersson,610.0,72.0,62.0,16.0,24:14:54,87294.0,True,f,524.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1546,Valdemar THRYSØE,DK,34,H,20-34M,,https://utmb.world/runner/4960552.valdemar.thrysoe,,72.0,58.0,20.0,12:58:19,46699.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,248,Alexander JOHANSSON,SE,48,H,45-49M,La Familia Lon,https://utmb.world/runner/662041.alexander.johansson,502.0,73.0,63.0,11.0,24:15:11,87311.0,True,f,524.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1077,Sebastian UTKE BOVENSCHULTE,DK,28,H,20-34M,,https://utmb.world/runner/6113782.sebastian.utkebovenschulte,572.0,73.0,59.0,21.0,12:58:53,46733.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,206,Christine FORSELL,SE,42,F,40-44W,Team Cristal,https://utmb.world/runner/4716144.christine.forsell,520.0,74.0,11.0,3.0,24:20:13,87613.0,True,f,522.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1596,Felix RIDGWELL,SE,24,H,20-34M,,https://utmb.world/runner/6838717.felix.wennergrenridgwell,,74.0,60.0,22.0,13:01:29,46889.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,232,Petra PEUHU,FI,51,F,50-54W,Xtri Lahti,https://utmb.world/runner/750790.petra.peuhu,510.0,75.0,12.0,4.0,24:26:31,87991.0,True,f,520.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1141,Joakim ERIKSSON,SE,40,H,40-44M,,https://utmb.world/runner/4379210.joakim.eriksson,518.0,75.0,61.0,12.0,13:01:58,46918.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,146,Anders NORÉN,SE,53,H,50-54M,,https://utmb.world/runner/508777.anders.noren,542.0,76.0,64.0,5.0,24:27:24,88044.0,True,f,519.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1198,Tom Berger TRONDSEN,NO,47,H,45-49M,Team Coys / Nordstrand tri,https://utmb.world/runner/3096365.tomberger.trondsen,483.0,76.0,62.0,10.0,13:02:19,46939.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,227,Mikael ANDERSSON,SE,47,H,45-49M,Dark Trail Runners,https://utmb.world/runner/1355777.mikael.andersson,513.0,77.0,65.0,12.0,24:27:56,88076.0,True,f,519.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1039,David SEEWALD,AT,34,H,20-34M,,https://utmb.world/runner/4123054.david.seewald,617.0,77.0,63.0,23.0,13:02:32,46952.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,88,Birger BOESEL,DE,50,H,50-54M,Schweriner Seentrail,https://utmb.world/runner/1537615.birger.boesel,581.0,78.0,66.0,6.0,24:27:57,88077.0,True,f,519.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1104,John CARGILL,GB,34,H,20-34M,Bergspring,https://utmb.world/runner/5118996.john.cargill,560.0,78.0,64.0,24.0,13:06:35,47195.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,233,Joe WALFRIDSON,SE,51,H,50-54M,IK SISU,https://utmb.world/runner/1355779.joe.walfridson,509.0,79.0,67.0,7.0,24:27:59,88079.0,True,f,519.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1595,Axel BRYHN,SE,29,H,20-34M,,https://utmb.world/runner/6923531.axel.bryhn,,79.0,65.0,25.0,13:07:57,47277.0,True,f,
Kullamannen by UTMB® 2025 - Ultra 100 Miles,173,2300,2300,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100M.csv,155,Mikael BRIXEN,DK,43,H,40-44M,,https://utmb.world/runner/4023456.mikael.brixen,540.0,80.0,68.0,15.0,24:32:15,88335.0,True,f,518.0
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1261,Noa PRUTH,SE,27,H,20-34M,IKHP,https://utmb.world/runner/6770529.noa.pruth,452.0,80.0,66.0,26.0,13:10:23,47423.0,True,f,
Kullamannen by UTMB 2025 - Sprint Ultra 100km,108,749,749,2025-10-31,https://live.utmb.world/kullamannen/2025,kullamannen_2025_100k.csv,1510,Elvin TENGDAHL,SE,28,H,20-34M,,https://utmb.world/runner/6770543.elvin.tengdahl,,80.0,66.0,26.0,13:10:23,47423.0,True,f,
